,Unnamed: 0,filename,captions,keywords,top_keywords,cluster_ids,cluster_keywords,cluster_similarity_score,video_similarity_score
11,11,22198,there is a cat sitting on a computer keyboard with a mouse there is a cat sitting on a computer keyboard with a mouse,cat keyboard mouse computer sitting ,cat_keyboard_mouse,3,standing_sitting_room_woman,0.1888414480369448,-0.08640933
12,12,26538,airplane flying over a rural area with a road  view of a small town from an airplane window,airplane flying town rural road ,airplane_flying_town,36,flying_parachute_sky_paraglider,0.4943497387232396,0.27223587
13,13,23876,there is a woman that is standing in front of a book shelf there is a woman standing in front of a book shelf with books there is a woman standing in front of a book shelf with books,woman shelf books book standing ,woman_shelf_books,18,woman_sitting_standing_chair,0.3407688460384424,0.3174814
14,14,19123,they are sitting on the steps of a building eating there is a man sitting on a bench eating food,eating sitting food bench building ,eating_sitting_food,28,sitting_standing_woman_people,0.16520411199113974,0.2180808
15,15,20409,there is a man holding a bike on a rope with a mountain in the background there is a man that is standing on a mountain with a cell phone  paraglider in the air with a parachute above a mountain,parachute paraglider bike mountain rope ,parachute_paraglider_bike,36,flying_parachute_sky_paraglider,0.4943497387232396,0.53394234
16,16,24895,image of a volleyball game with a player hitting the ball  image of a volleyball game with a player hitting the ball several women playing volleyball in a game of volleyball on a court,volleyball ball women hitting playing ,volleyball_ball_women,8,basketball_gym_crowd_game,0.5954665120158876,0.23373513
17,17,25947,araffes man in a hat talking to a reporter in a park  man in a hat talking to a reporter in a park,reporter park araffes hat talking ,reporter_park_araffes,38,sitting_suit_table_tie,0.3197637295517593,0.09328536
18,18,25349,there is a woman and a child in a kitchen looking out the window there are two women and a child sitting at a table,kitchen woman women window table ,kitchen_woman_women,40,woman_sitting_standing_table,0.31939566804951913,0.3683592
19,19,19311,there is a man that is smiling and talking on a cell phone there is a man that is talking on a cell phone,smiling phone talking cell man ,smiling_phone_talking,39,sitting_standing_man_table,0.28493999155348365,0.2089669
20,20,22950,soccer players in a stadium playing a game of soccer there is a man that is standing on a soccer field,soccer players stadium standing game ,soccer_players_stadium,4,soccer_football_players_people,0.4572096828681727,0.6492558
21,21,23882,araffe with a boy in a green shirt is standing next to a camel araffe eating a piece of food from a person's hand,araffe camel eating food standing ,araffe_camel_eating,28,sitting_standing_woman_people,0.16520411199113974,0.01844048
22,22,26994,bride and groom exchanging wedding ring at beach wedding ceremony bride and groom exchanging wedding ring at outdoor ceremony with friends,wedding ceremony bride groom ring ,wedding_ceremony_bride,10,bride_groom_wedding_standing,0.5019372143691851,0.6288517
23,23,22508,man with beard and mustache in a room with a cityscape  man with a beard and a plaid shirt is looking at the camera,beard mustache camera room cityscape ,beard_mustache_camera,23,sitting_standing_man_shirt,0.3523601800203323,0.5479753
24,24,19775,there are two men standing on the side of the road with skateboards  skateboarder riding down a sidewalk with a helmet on,skateboarder skateboards sidewalk helmet road ,skateboarder_skateboards_sidewalk,19,skateboard_skateboarder_riding_ramp,0.5028911338498195,0.43444377
25,25,18495,a close up of a colorful pattern on a black background a close up of a black blanket with a picture of a building,background blanket pattern building colorful ,background_blanket_pattern,15,dark_background_phone_standing,0.2633934019697437,0.3784499
26,26,27248,a close up of a black background with a white text that reads weight there is a man that is standing in the dark with a cell phone,text background dark weight standing ,text_background_dark,22,background_dark_phone_standing,0.4086811179386191,0.6685485
27,27,19547,a woman with a broken face and hands on her face a close up of a man and a woman with dirt on their faces two women with face paint and a man with a face paint,women woman faces face paint ,women_woman_faces,24,woman_dark_standing_person,0.20110890564277814,0.26462787
28,28,21983,a close up of a black background with a white snowboarding logo people sitting in a car with a snowboarding sign on the back,logo snowboarding background car sign ,logo_snowboarding_background,15,dark_background_phone_standing,0.2633934019697437,0.1788946
29,29,20851,there are two women that are playing instruments on stage several people are playing instruments on a stage with a man and woman several people are playing music on a stage with instruments several people are playing music on a stage with instruments,instruments stage women music people ,instruments_stage_women,13,microphone_guitar_stage_room,0.39757259966634784,0.4385128
30,30,23075,man walking down a street with a suitcase there is a man walking down the street with a skateboard  man in a blue jacket is standing in front of a jail cell araffe walking down a street past a graffiti covered wall,walking suitcase street skateboard graffiti ,walking_suitcase_street,27,standing_people_walking_woman,0.14398149883266226,0.28026587
31,31,26507,view of a car driving on a track with a camera  view of a car driving on a track with a camera  view of a car driving on a track with a lot of smoke,view track camera driving car ,view_track_camera,9,car_driving_road_view,0.47681021746112046,0.5786335
32,32,23849,a painting of jesus on the cross with other people a painting of jesus on the cross with other people,painting cross jesus people ,painting_cross_jesus,0,building_clock_tower_view,0.3227643609229151,0.23701903
33,33,24250,there are two people sitting in a room talking to each other there are two people sitting in a room talking to each other,talking room sitting people ,talking_room_sitting,39,sitting_standing_man_table,0.28493999155348365,0.22736278
34,34,25382,shadows of a person on a wall with a skateboard  image of a person in a black shirt doing a trick araffe standing on its hind legs in a dark room,shadows skateboard dark person trick ,shadows_skateboard_dark,24,woman_dark_standing_person,0.20110890564277814,0.3524377
35,35,21722,people are walking in the dark in a city at night people are standing in a crowd at night in a city,crowd night people city dark ,crowd_night_people,48,people_standing_street_crowd,0.3149428562677685,0.49517465
36,36,24062,there is a man sitting at a desk with a calculator and a laptop they are sitting at a table with a laptop and a cell phone,desk calculator laptop sitting table ,desk_calculator_laptop,3,standing_sitting_room_woman,0.1888414480369448,0.115722194
37,37,21510,there is a woman in a chef's hat standing in a kitchen there is a woman in a chef's hat standing in a kitchen there is a woman in a chef's hat standing in a kitchen,kitchen chef woman hat standing ,kitchen_chef_woman,33,standing_cutting_knife_table,0.2570712767044471,0.20884272
38,38,22395,someone is typing on a cell phone in the dark there is a man that is sitting in the dark with a remote,dark remote typing phone sitting ,dark_remote_typing,43,woman_standing_room_dark,0.23219229047408146,0.3941421
39,39,18806,there is a man with glasses and a white shirt holding a toothbrush there is a man wearing glasses and a white shirt,toothbrush glasses shirt holding wearing ,toothbrush_glasses_shirt,1,sitting_man_shirt_standing,0.3279293091524215,0.30524045
40,40,23247,there is a woman and a little girl walking down the street people walking down a sidewalk with luggage bags and a woman,people sidewalk luggage bags walking ,people_sidewalk_luggage,48,people_standing_street_crowd,0.3149428562677685,0.29567483
41,41,26735,araffe flying over a beach with a person on a surfboard araffe paraglider flying over the ocean on a cloudy day,flying paraglider surfboard araffe ocean ,flying_paraglider_surfboard,11,ocean_beach_boat_water,0.38622879080706574,0.41960594
42,42,21948,there are many pipes that are connected to a wooden structure someone is holding a metal bar in a metal cage someone is using a knife to cut a piece of metal,pipes metal cut knife bar ,pipes_metal_cut,33,standing_cutting_knife_table,0.2570712767044471,0.44867304
43,43,24406,man sitting on a couch with a remote control in his hand there is a man sitting on a couch with a remote control,couch remote sitting control hand ,couch_remote_sitting,23,sitting_standing_man_shirt,0.3523601800203323,0.3889994
44,44,21174,image of a car driving on a dirt road  car driving on dirt road with trees in background,trees road driving dirt car ,trees_road_driving,9,car_driving_road_view,0.47681021746112046,0.67108667
45,45,23623,person pouring water from a clay pot into a bowl  woman pouring water from a clay pot into a bowl,pouring pot bowl clay woman ,pouring_pot_bowl,33,standing_cutting_knife_table,0.2570712767044471,0.20659469
46,46,27283,there is a man standing in a kitchen with a blender there are two men standing in a kitchen with a bag of food,kitchen blender standing food men ,kitchen_blender_standing,3,standing_sitting_room_woman,0.1888414480369448,0.071444124
47,47,26351,man standing in front of a graffiti wall with a skateboard there is a man walking down the street with a broom,graffiti skateboard broom street walking ,graffiti_skateboard_broom,27,standing_people_walking_woman,0.14398149883266226,0.17812467
48,48,23411,there is a large body of water in the middle of a desert there is a large mountain in the distance with a lake in the foreground,lake desert mountain water distance ,lake_desert_mountain,17,mountain_view_mountains_road,0.3947719634052808,0.44214794
49,49,26163,there is a man on a surfboard riding a wave in the ocean there is a man riding a surfboard on the water near a cliff,surfboard ocean wave cliff riding ,surfboard_ocean_wave,11,ocean_beach_boat_water,0.38622879080706574,0.32378983
50,50,24634,there is a man and a little girl that are standing together there is a man and a woman that are standing together,standing girl little woman man ,standing_girl_little,10,bride_groom_wedding_standing,0.5019372143691851,0.3191828
51,51,21346,there is a sign that is outside of a building that says station a,station sign outside building says ,station_sign_outside,12,photo_standing_woman_people,0.20325916301856198,0.11934547
52,52,20294,there is a man standing at a podium in front of a projection screen there is a man standing at a podium in front of a projection screen there is a man standing at a podium in front of a projection screen there is a man standing at a podium in front of a projection,podium projection screen standing man ,podium_projection_screen,21,standing_sitting_people_microphone,0.40784026183454053,0.3292587
53,53,25520,someone is holding a piece of paper in their hand someone is holding a knife in their hand and cutting a piece of paper,cutting knife hand paper piece ,cutting_knife_hand,33,standing_cutting_knife_table,0.2570712767044471,0.6368877
54,54,21180,woman with glasses standing in front of a gate woman with glasses and a scarf standing in front of a gate woman with glasses and a scarf standing in front of a gate,gate glasses woman standing scarf ,gate_glasses_woman,18,woman_sitting_standing_chair,0.3407688460384424,0.29757315
55,55,20052,there is a woman with a toothbrush in her mouth there is a woman with a blue shirt and a white shirt,toothbrush woman mouth shirt blue ,toothbrush_woman_mouth,39,sitting_standing_man_table,0.28493999155348365,-0.12480256
56,56,22705,there is a dirt road that is going through a field there is a picture of a field with a dirt road and a house,road dirt field house picture ,road_dirt_field,17,mountain_view_mountains_road,0.3947719634052808,0.46845737
57,57,27277,there are many boxes of food on the floor in the room there is a man walking down a hallway with a skateboard,skateboard floor hallway boxes room ,skateboard_floor_hallway,14,wall_sitting_room_table,0.20419820989900006,0.25039816
58,58,19578,metal central tv logo metal central v logo with a red and black background,logo background tv metal red ,logo_background_tv,22,background_dark_phone_standing,0.4086811179386191,0.30988148
59,59,22537,woman in pink shirt standing next to a wall with a sign woman in sari standing in front of a wall with a sign,woman sign standing sari wall ,woman_sign_standing,27,standing_people_walking_woman,0.14398149883266226,0.5066308
60,60,27045,a close up of a woman in a pink dress holding a plate of food there is a woman standing in front of a sign with a plant in the background woman with long black hair wearing a pink top and jeans,woman standing food background holding ,woman_standing_food,18,woman_sitting_standing_chair,0.3407688460384424,0.31988057
61,61,18698,a diagram of organ donation process with several circles a white screen with a diagram of organ donation process,diagram organ donation process circles ,diagram_organ_donation,5,background_picture_screen_person,0.30082338500421407,0.13369575
62,62,26197,there is a man standing next to a truck with a tire,tire truck standing man ,tire_truck_standing,27,standing_people_walking_woman,0.14398149883266226,0.06597707
63,63,25712,there are two people in a factory working on a machine  worker in a factory with headphones on and a machine,headphones worker factory machine people ,headphones_worker_factory,33,standing_cutting_knife_table,0.2570712767044471,0.17513701
64,64,20260,there is a small table with a clock on it in a room there is a man that is looking at a laptop on a table there is a man standing in a room with a laptop and a keyboard,laptop keyboard table room clock ,laptop_keyboard_table,14,wall_sitting_room_table,0.20419820989900006,0.40036458
65,65,22153,flock of birds flying in the sky over a field flock of birds flying in the sky above a forest,birds flock sky flying forest ,birds_flock_sky,20,standing_tree_bird_grass,0.2936226631429917,0.39161482
66,66,23081,man standing on stage with a microphone in his hand  man in black shirt standing on stage with microphone,stage microphone standing hand black ,stage_microphone_standing,21,standing_sitting_people_microphone,0.40784026183454053,0.5042947
67,67,25376,people are standing in the water with a boat and a red umbrella there is a woman standing next to a bus with luggage,boat bus standing luggage woman ,boat_bus_standing,41,riding_bike_road_dirt,0.33301140946918883,-0.08194723
68,68,20604,a blue background with a quote about the center of rotation is determined as the center of the gravity a blue background with a quote about the center of rotation is determined as the center of the gravity a close up of a text on a blue background with a white line,rotation gravity text background center ,rotation_gravity_text,5,background_picture_screen_person,0.30082338500421407,0.22990264
69,69,24096,"a little farther on our route, we discovered the centre d'art marcel gamboi in a close up of a blue background with a quote on it",gamboi marcel discovered background art ,gamboi_marcel_discovered,5,background_picture_screen_person,0.30082338500421407,0.21838754
70,70,25144,man holding a camera and a video camera in front of a house a man holding a camera and a video camera in his hands  man holding a camera in front of a body of water,camera house video hands water ,camera_house_video,3,standing_sitting_room_woman,0.1888414480369448,-0.05304271
71,71,20436,surfer in wetsuit standing on rocks with surfboard in ocean surfer in the ocean with his board in hand and mountains in the background,surfer surfboard ocean wetsuit rocks ,surfer_surfboard_ocean,11,ocean_beach_boat_water,0.38622879080706574,0.30534667
72,72,25978,island in the middle of the ocean with a cloud in the sky  island in the middle of the ocean with a cloud in the sky,island ocean sky cloud middle ,island_ocean_sky,11,ocean_beach_boat_water,0.38622879080706574,0.5001716
73,73,22361,there is a man that is standing in a kitchen with a bottle there is a man that is standing in a kitchen with a cat,kitchen cat standing bottle man ,kitchen_cat_standing,33,standing_cutting_knife_table,0.2570712767044471,0.24139638
74,74,19920,there are two men sitting in chairs talking in a room there are two men sitting in chairs talking in a room there are two men sitting in chairs talking in a room,chairs talking men room sitting ,chairs_talking_men,38,sitting_suit_table_tie,0.3197637295517593,0.3146278
75,75,18492,two men sitting at a table with wine glasses and a microphone two men sitting at a table with water bottles and glasses,wine bottles glasses men microphone ,wine_bottles_glasses,21,standing_sitting_people_microphone,0.40784026183454053,0.5089958
76,76,19540,there are two people sitting at a table eating food three people sitting at a table with a pizza and a drink several people sitting at a table with plates of food and drinks,eating pizza food table people ,eating_pizza_food,39,sitting_standing_man_table,0.28493999155348365,0.29865426
77,77,21984,there is a man in a white shirt and tie standing in front of a microphone there is a man in a white shirt and tie wearing glasses,microphone wearing standing tie white ,microphone_wearing_standing,35,woman_sitting_table_talking,0.2879822588946721,0.08417816
78,78,25518,there is a man with a blue wig and a blue wig araffe with blue hair and a beard at a festival,festival wig araffe beard hair ,festival_wig_araffe,29,standing_people_stage_woman,0.3886047961704176,0.23398773
79,79,20856,people walking down a city street in a crowded area pedestrians walking down a city street in a city at night,pedestrians crowded people city night ,pedestrians_crowded_people,34,street_people_walking_night,0.29037876967513176,0.80280036
80,80,20258,there is a stuffed animal sitting on a couch in a living room,couch stuffed room animal sitting ,couch_stuffed_room,3,standing_sitting_room_woman,0.1888414480369448,0.24379139
81,81,26993,a close up of a person with a shirt on in a room a black and white photo of a woman with a sad look,photo woman person shirt room ,photo_woman_person,26,woman_standing_sitting_room,0.25453812250872027,0.5308821
82,82,19772,there is a man sitting at a table with a plate of food there is a man sitting at a table with a plate of food,plate food table sitting man ,plate_food_table,23,sitting_standing_man_shirt,0.3523601800203323,0.36638865
83,83,22957,someone is cutting a piece of metal with a knife there is a man standing in a room with a skateboard there is a man standing next to a train that is parked,skateboard knife cutting train metal ,skateboard_knife_cutting,3,standing_sitting_room_woman,0.1888414480369448,0.050814133
84,84,19316,man holding a long row of skis over his shoulder,skis shoulder holding row long ,skis_shoulder_holding,19,skateboard_skateboarder_riding_ramp,0.5028911338498195,-0.032470528
85,85,23885,there are two men standing in a field with one looking up there are two men standing outside talking to each other,men standing outside field talking ,men_standing_outside,1,sitting_man_shirt_standing,0.3279293091524215,0.24864867
86,86,19918,there is a large rock in the middle of a grassy field there is a large rock on the grass on the mountain,grassy grass mountain rock field ,grassy_grass_mountain,17,mountain_view_mountains_road,0.3947719634052808,0.5221881
87,87,22359,man in a suit sitting at a table writing on a piece of paper  man in a suit sitting at a table with a pen and paper  man in a suit sitting at a table with a pen,pen table paper sitting writing ,pen_table_paper,38,sitting_suit_table_tie,0.3197637295517593,0.5764633
88,88,19124,there is a shark with a hat on its head  man laying on a blue towel on a beach there is a shark with a hat on it's head on the beach,shark beach head hat towel ,shark_beach_head,11,ocean_beach_boat_water,0.38622879080706574,0.37301713
89,89,24892,there is a man walking with a dog through the woods araffe walking through a field with a dog in the foreground,woods walking araffe dog field ,woods_walking_araffe,20,standing_tree_bird_grass,0.2936226631429917,0.23814993
90,90,25940,bride and groom dancing at a wedding reception in a ballroom bride and groom dancing on stage with smoke coming out of their heads,wedding bride ballroom dancing groom ,wedding_bride_ballroom,10,bride_groom_wedding_standing,0.5019372143691851,0.64134437
91,91,24268,man in a blue shirt sitting outside talking to someone  man in a blue shirt sitting outside of a building  man in a black shirt and a black shirt,talking outside sitting blue building ,talking_outside_sitting,23,sitting_standing_man_shirt,0.3523601800203323,0.4451768
92,92,23871,arafian council of ireland sign in front of a building a close up of a sign on a wall with a clock,sign arafian council ireland clock ,sign_arafian_council,35,woman_sitting_table_talking,0.2879822588946721,0.13556647
93,93,25188,there is a grandfather clock in a room with a stone wall,clock grandfather stone wall room ,clock_grandfather_stone,43,woman_standing_room_dark,0.23219229047408146,0.19510213
94,94,24866,there is a person riding a boat on a river with a paddle there is a man that is standing in the dark with a cell phone,boat river paddle person dark ,boat_river_paddle,15,dark_background_phone_standing,0.2633934019697437,0.26461282
95,95,21528,there is a bird's eye view of a mountain with a valley below araffe flying over a mountain with a view of a valley there is a bird that is flying over a mountain with a sky background,mountain bird sky valley flying ,mountain_bird_sky,42,climbing_mountain_rock_river,0.37658209019215205,0.3013755
96,96,18466,trolley on a street with trees and cars in the background  red and white trolley on a street with cars  trolley on a street with trees and cars in the background,trolley street cars trees red ,trolley_street_cars,34,street_people_walking_night,0.29037876967513176,0.19869657
97,97,26369,image of three people sitting on a chair with a popcorn bucket  image of a man and woman sitting on a chair with popcorn and a drink,popcorn people chair sitting bucket ,popcorn_people_chair,21,standing_sitting_people_microphone,0.40784026183454053,0.3098958
98,98,21970,there are two people standing over a dead animal on the beach there are two people standing on a dead animal on the beach,animal beach people dead standing ,animal_beach_people,11,ocean_beach_boat_water,0.38622879080706574,0.36658952
99,99,23429,there are two men standing under a tent talking to each other there are two men standing under a tent talking to each other,tent talking men standing ,tent_talking_men,47,standing_sitting_people_woman,0.20471697323418295,0.19634345
100,100,26967,several people are playing soccer on a field with a ball several people are playing soccer on a field with a building in the background,soccer ball people playing field ,soccer_ball_people,4,soccer_football_players_people,0.4572096828681727,0.5696563
101,101,27089,man sitting on a red chair in a room with balloons  man sitting on a red chair in a room with a plant,balloons chair sitting room plant ,balloons_chair_sitting,39,sitting_standing_man_table,0.28493999155348365,0.39668497
102,102,18654,there are two posters on the wall of a bar with a woman there is a picture of a woman with a black hair there are three posters of a woman with a smile on them,posters woman bar smile picture ,posters_woman_bar,26,woman_standing_sitting_room,0.25453812250872027,0.46987295
103,103,19786,there is a close up of a metal handle on a table,table handle metal close ,table_handle_metal,33,standing_cutting_knife_table,0.2570712767044471,0.42755938
104,104,24091,view of a road with a hill in the background there is a car driving down the road in the mountains there is a view of a mountain from a car window,mountains mountain view hill road ,mountains_mountain_view,42,climbing_mountain_rock_river,0.37658209019215205,0.2726462
105,105,25143,there is a woman holding a toothbrush and a toothpaste in a glass there is a woman holding a white remote control in her hand,toothbrush toothpaste woman hand glass ,toothbrush_toothpaste_woman,43,woman_standing_room_dark,0.23219229047408146,0.36263025
106,106,20431,woman in front of a blackboard with a chalkboard  image of a woman standing in front of a blackboard,chalkboard blackboard woman standing image ,chalkboard_blackboard_woman,21,standing_sitting_people_microphone,0.40784026183454053,0.2564263
107,107,19927,there are two pictures of a man and a woman flying in the air there are two illustrations of a man and a woman floating in the air there is a picture of a girl and a boy in a bathroom,air floating illustrations flying pictures ,air_floating_illustrations,14,wall_sitting_room_table,0.20419820989900006,0.16449314
108,108,22366,there is a bird that is standing on a rock in the water there is a bird that is standing on a rock in the water,bird standing rock water ,bird_standing_rock,7,water_swimming_fish_bird,0.3952122226825371,0.51930183
109,109,22154,people walking down a street in a city with a building in the background people walking down a street in a city with a building in the background,city street walking building people ,city_street_walking,34,street_people_walking_night,0.29037876967513176,0.5084548
110,110,23086,man in glasses and a leather jacket standing in front of a blue wall there is a man in a black jacket and glasses standing in a room there is a man in a leather jacket and glasses taking a selfie,selfie glasses jacket blue room ,selfie_glasses_jacket,23,sitting_standing_man_shirt,0.3523601800203323,0.3364413
111,111,22968,painting of a woman and a man in a bed with a banana painting of a woman and a man in a bed with a banana,painting banana bed woman man ,painting_banana_bed,24,woman_dark_standing_person,0.20110890564277814,0.19503
112,112,19329,there are two men sitting next to each other wearing hats there is a man and woman dressed up in costumes posing for a picture,posing costumes hats dressed sitting ,posing_costumes_hats,26,woman_standing_sitting_room,0.25453812250872027,0.11515135
113,113,25371,a close up of a logo for a skateboard shop there is a bird that is standing on a post in the grass,skateboard bird logo grass shop ,skateboard_bird_logo,5,background_picture_screen_person,0.30082338500421407,0.1304322
114,114,20603,several people sitting at a table with a microphone in front of them several people sitting at a table with a microphone in front of them several people sitting at a table with a microphone in front of them several people sitting at a table with a microphone in front of them several people sitting at a table with a microphone in front of them,microphone table sitting people ,microphone_table_sitting,21,standing_sitting_people_microphone,0.40784026183454053,0.49847406
115,115,22530,there are many boats that are sitting on the sand there are many boats that are sitting on the sand,boats sand sitting ,boats_sand_sitting,11,ocean_beach_boat_water,0.38622879080706574,0.55161345
116,116,27042,there is a small lake in the middle of a mountain there is a man standing on a hill with a mountain in the background,mountain lake hill standing middle ,mountain_lake_hill,17,mountain_view_mountains_road,0.3947719634052808,0.53249013
117,117,26190,there is a small child standing in front of a christmas tree there is a little girl standing in front of a christmas tree,tree child christmas standing small ,tree_child_christmas,28,sitting_standing_woman_people,0.16520411199113974,-0.015191368
118,118,25715,there is a small white church with a steeple on the roof there is a small building with a clock tower on top of it  view of a church on a hill with a mountain in the background,church tower mountain roof building ,church_tower_mountain,31,sky_view_flying_sunset,0.3993302132923178,0.28241634
119,119,20267,man in a suit standing next to a red car  man in a suit and tie standing next to a red car,suit tie standing red car ,suit_tie_standing,34,street_people_walking_night,0.29037876967513176,0.1474982
120,120,25527,view of a beach and a body of water from a hill  view of a city and the ocean from a plane there is a man riding a horse on a hill overlooking the ocean,ocean horse beach plane riding ,ocean_horse_beach,11,ocean_beach_boat_water,0.38622879080706574,0.36016437
121,121,20869,man in a red hat and black jacket standing outside of a building  woman in a red hat and black coat walking down a street,outside coat jacket street hat ,outside_coat_jacket,48,people_standing_street_crowd,0.3149428562677685,0.26297617
122,122,21187,there is a brown purse sitting on a table next to a laptop a close up of a cell phone on a table with a plant,purse laptop plant cell table ,purse_laptop_plant,5,background_picture_screen_person,0.30082338500421407,0.1738867
123,123,20055,photograph of a building with a sky background and a building with a sky background a close up of two pictures of a building with a sky background,sky building background photograph pictures ,sky_building_background,44,city_building_view_walking,0.3526158644465816,0.4806812
124,124,22702,image of a full moon and a star in the sky night sky with stars and moon and a bright moon,moon stars sky star bright ,moon_stars_sky,15,dark_background_phone_standing,0.2633934019697437,0.15185499
125,125,27270,there is a bird that is sitting on a toilet seat there is a cat that is walking around in the room,cat toilet bird seat sitting ,cat_toilet_bird,15,dark_background_phone_standing,0.2633934019697437,0.08371532
126,126,23416,there is a blurry photo of a horse in a field there is a man sitting on a bench by the water,horse bench field blurry photo ,horse_bench_field,20,standing_tree_bird_grass,0.2936226631429917,0.14344266
127,127,26958,several people sitting on couches in a room with a crowd of people there are two men standing in front of a crowd of people,crowd couches people men room ,crowd_couches_people,47,standing_sitting_people_woman,0.20471697323418295,0.45655784
128,128,26164,people on a boat looking at an iceberg in the water people on a boat watching an iceberg floating in the water,iceberg boat people floating watching ,iceberg_boat_people,11,ocean_beach_boat_water,0.38622879080706574,0.45320866
129,129,24633,araffe flying a kite in the desert with a blue sky there is a man flying a kite in the sky on a cloudy day,kite sky cloudy desert flying ,kite_sky_cloudy,36,flying_parachute_sky_paraglider,0.4943497387232396,0.6001308
130,130,21341,a black and white photo of a skateboarder in the air a black and white photo of a baseball field with a ball,skateboarder baseball photo ball field ,skateboarder_baseball_photo,15,dark_background_phone_standing,0.2633934019697437,0.10304378
131,131,20293,there is a bird that is sitting on a tree branch there is a bird that is flying in the air near a tree  bird perched on a branch in a tree with the sun in the background,bird tree perched branch sun ,bird_tree_perched,20,standing_tree_bird_grass,0.2936226631429917,0.49301732
132,132,24401,a close up of a person with a surgical instrument in their hand there is a woman with glasses and a red sweater making a face,instrument woman surgical person glasses ,instrument_woman_surgical,33,standing_cutting_knife_table,0.2570712767044471,0.20143393
133,133,21173,there is a woman with green eyes and a green eye makeup there is a woman with green eyes and a man with black hair,green makeup woman eyes eye ,green_makeup_woman,43,woman_standing_room_dark,0.23219229047408146,0.30465844
134,134,23624,man in a dark room with a flashlight on his head there is a man sitting in a car with a laptop,flashlight laptop dark car room ,flashlight_laptop_dark,3,standing_sitting_room_woman,0.1888414480369448,0.04692695
135,135,18459,there is a man that is standing in the dark with a cell phone there is a picture of a computer screen with a clock on it,screen dark clock phone computer ,screen_dark_clock,15,dark_background_phone_standing,0.2633934019697437,0.49905905
136,136,27284,several people sitting at a table with a man and woman  image of a man giving a speech to a crowd there is a woman sitting next to a man in a restaurant,people crowd speech restaurant table ,people_crowd_speech,21,standing_sitting_people_microphone,0.40784026183454053,0.51056546
137,137,26356,there is a picture of a picture of a beach with rocks and a kite there are many birds standing on the rocks by the water there are many birds that are standing on the rocks,birds beach kite rocks standing ,birds_beach_kite,11,ocean_beach_boat_water,0.38622879080706574,0.3800071
138,138,24065,man sitting in a chair with a remote control in his hand  man sitting in a chair with a city in the background,chair sitting remote control city ,chair_sitting_remote,23,sitting_standing_man_shirt,0.3523601800203323,0.49854356
139,139,24859,basketball game with a bear mascot in the middle of the court  shot of a basketball game with a crowd of people watching,basketball mascot bear crowd game ,basketball_mascot_bear,8,basketball_gym_crowd_game,0.5954665120158876,0.64728904
140,140,21517,there are people walking down the street with a microphone in their hand there are many people walking down the street together,microphone street walking people hand ,microphone_street_walking,48,people_standing_street_crowd,0.3149428562677685,0.4186955
141,141,22392,view of a city at night with a river and a bridge,river bridge night city view ,river_bridge_night,34,street_people_walking_night,0.29037876967513176,0.52134764
